SalesKey,DateKey,UnitCost,UnitPrice,SalesQuantity,ReturnQuantity,ReturnAmount,DiscountQuantity,DiscountAmount,TotalCost,SalesAmount,ChannelName,StoreType,StoreName,Status,CloseReason,EmployeeCount,SellingAreaSize,GeographyType,ContinentName,RegionCountryName,PromotionName,DiscountPercent,PromotionStartDate,PromotionEndDate,ProductName,ProductDescription,Manufacturer,BrandName,ClassName,ProductSubcategory,ProductCategory,MonthName,DayOfWeekName,Year,QuarterOfYear,MonthOfYear,DayOfMonth
2641729,2022-04-06 00:00:00.000,122.78,267,10,1,267,0,0,1105.02,2670,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company Smart phones Unlocked M300 Black","Watch video clips and view photos wherever you go , create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s","The Phone Company","The Phone Company","Regular","Smart phones & PDAs","Cell phones","April","Wednesday",2022,2,4,6
269547,2022-04-06 00:00:00.000,459.4,999,10,1,999,0,0,4134.6,9990,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Projector 720p DLP56 Silver","Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life","Proseware, Inc.","Proseware","Regular","Projectors & Screens","Computers","April","Wednesday",2022,2,4,6
108137,2023-04-12 00:00:00.000,116.75,229,10,1,229,0,0,1050.75,2290,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Projector 480p LCD12 White","High brightness, 1300 ANSI lumen light output, remote control","Proseware, Inc.","Proseware","Regular","Projectors & Screens","Computers","April","Wednesday",2023,2,4,12
3186370,2023-04-12 00:00:00.000,88.79,268,10,1,268,0,0,799.11,2680,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green","Digital camera, product type digital camera - compact, dimensions 3.5 in x 1 in x 2.3 in","A. Datum Corporation","A. Datum","Regular","Digital Cameras","Cameras and camcorders","April","Wednesday",2023,2,4,12
3026365,2023-04-26 00:00:00.000,123.24,268,10,1,268,0,0,1109.16,2680,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company PDA Phone Unlocked 3.5 inches M530 Black","Wide touch screen and full keyboard","The Phone Company","The Phone Company","Regular","Smart phones & PDAs","Cell phones","April","Wednesday",2023,2,4,26
2633901,2022-04-27 00:00:00.000,152.44,299,10,1,299,0,0,1371.96,2990,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"SV Car Video TFT7 M7000 Silver","Contains a pair of car-seat headrests with two 7"" TFT monitor","Southridge Video","Southridge Video","Regular","Car Video","TV and Video","April","Wednesday",2022,2,4,27
2852246,2023-04-07 00:00:00.000,128.76,280,10,1,280,0,0,1158.84,2800,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company PDA Palm 3.5 inch M810 Silver","Pocket versions of familiar applications like Outlook, Word, and Excel","The Phone Company","The Phone Company","Regular","Smart phones & PDAs","Cell phones","April","Friday",2023,2,4,7
1917281,2022-04-08 00:00:00.000,8.27,17.99,10,1,17.99,0,0,74.43,179.9,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso DVD 48 DVD Storage Binder M50 Silver","Gift-wrapping is not available for this item","Contoso, Ltd","Contoso","Regular","Movie DVD","Music, Movies and Audio Books","April","Friday",2022,2,4,8
1945050,2023-04-07 00:00:00.000,157.54,309,10,1,309,0,0,1417.86,3090,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"SV Car Video TFT7 M7001 Silver","Contains car-seat headrest with two 7"" TFT monitor and USB/SD/MMC card reader","Southridge Video","Southridge Video","Regular","Car Video","TV and Video","April","Friday",2023,2,4,7
2055139,2022-04-08 00:00:00.000,122.32,266,10,1,266,0,0,1100.88,2660,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company PDA Handheld 3.7 inch M630 Black","Access the web, high-resolution widescreen display, opera 8 web browser","The Phone Company","The Phone Company","Regular","Smart phones & PDAs","Cell phones","April","Friday",2022,2,4,8
2161493,2022-04-01 00:00:00.000,62.54,136,10,1,136,0,0,562.86,1360,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware All-In-One Photo Printer M200 Green","16 x 19 x 13 inches, 14 pounds, All-In-One Photo Printer","Proseware, Inc.","Proseware","Regular","Printers, Scanners & Fax","Computers","April","Friday",2022,2,4,1
2331606,2022-04-01 00:00:00.000,53.34,116,10,1,116,0,0,480.06,1160,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Mobile Receipt and Document Scanner M200 Black","13.7 x 8.8 x 7.6 inches,  mobile receipt and document scanner","Proseware, Inc.","Proseware","Regular","Printers, Scanners & Fax","Computers","April","Friday",2022,2,4,1
2431268,2023-04-14 00:00:00.000,128.3,279,10,1,279,0,0,1154.7,2790,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"WWI LCD20W M250 Black","20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1","Wide World Importers","Wide World Importers","Regular","Monitors","Computers","April","Friday",2023,2,4,14
2500621,2023-04-21 00:00:00.000,10.12,22,10,1,22,0,0,91.08,220,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso 4-Line Expandable Cordless Phone System M900 Black","Operate via wireless Internet connection, making calls to reviewing call history; support all standard wireless network encryption protocols","Contoso, Ltd","Contoso","Regular","Home & Office Phones","Cell phones","April","Friday",2023,2,4,21
2925976,2022-04-08 00:00:00.000,141.47,427,10,1,427,0,0,1273.23,4270,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"A. Datum SLR Camera X136 Silver","Compact 3x zoom lens covering the most frequently used focal range","A. Datum Corporation","A. Datum","Regular","Digital SLR Cameras","Cameras and camcorders","April","Friday",2022,2,4,8
3125994,2023-04-28 00:00:00.000,91.95,199.95,10,1,199.95,0,0,827.55,1999.5,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"WWI 2GB Pulse Smart pen M100 Silver","Record and link audio to be written, listen to recordings, share notes and recording with computer","Wide World Importers","Wide World Importers","Regular","Recording Pen","Audio","April","Friday",2023,2,4,28
333376,2022-04-01 00:00:00.000,208.52,409,10,1,409,0,0,1876.68,4090,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Home Theater System 4.1 Channel M1400 Brown","4.1 channel front surround, 1080p/720p up conversion from DVD or USB","Contoso, Ltd","Contoso","Regular","Home Theater System","TV and Video","April","Friday",2022,2,4,1
854846,2022-04-15 00:00:00.000,109.45,238,10,1,238,0,0,985.05,2380,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company PDA Phone Unlocked 3.7 inches M510 White","Stream and store MP3s and videos with high quality stereo sound","The Phone Company","The Phone Company","Regular","Smart phones & PDAs","Cell phones","April","Friday",2022,2,4,15
1463646,2023-04-28 00:00:00.000,293.85,639,10,1,639,0,0,2644.65,6390,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Litware Home Theater System 5.1 Channel M510 Silver","1000 watts over 5 channels, HDMI up scaling to 720p/1080i of DVD media","Litware, Inc.","Litware","Regular","Home Theater System","TV and Video","April","Friday",2023,2,4,28
2128064,2023-04-14 00:00:00.000,12.41,26.99,10,1,26.99,0,0,111.69,269.9,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Phone System Accessory Handset with Charger M308 White","Built-in 60-minute digital answering machine","Contoso, Ltd","Contoso","Regular","Home & Office Phones","Cell phones","April","Friday",2023,2,4,14
830763,2022-04-15 00:00:00.000,167.73,329,10,1,329,0,0,1509.57,3290,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Home Theater System 2.1 Channel M1210 White","2.1 channel home theater system, includes 2 front speakers, 1 subwoofer and 1 A/V receiver","Contoso, Ltd","Contoso","Regular","Home Theater System","TV and Video","April","Friday",2022,2,4,15
2422474,2023-04-28 00:00:00.000,105.77,230,10,1,230,0,0,951.93,2300,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey","Unlocked quad band, 4 GB of memory, FM radio, and touch screen, Mp3, Mp4 players, Bluetooth","The Phone Company","The Phone Company","Regular","Touch Screen Phones","Cell phones","April","Friday",2023,2,4,28
2831909,2023-04-21 00:00:00.000,194.82,588,10,1,588,0,0,1753.38,5880,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"A. Datum SLR Camera 35"" X358 Silver Grey","Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second","A. Datum Corporation","A. Datum","Regular","Digital SLR Cameras","Cameras and camcorders","April","Friday",2023,2,4,21
3403339,2022-04-29 00:00:00.000,194.82,588,10,1,588,0,0,1753.38,5880,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"A. Datum SLR Camera 35"" X358 Silver Grey","Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second","A. Datum Corporation","A. Datum","Regular","Digital SLR Cameras","Cameras and camcorders","April","Friday",2022,2,4,29
1676319,2023-04-07 00:00:00.000,73.58,160,10,1,160,0,0,662.22,1600,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White","20 x 11.9 x 15.8 inches, robust and affordable  scanner","Proseware, Inc.","Proseware","Regular","Printers, Scanners & Fax","Computers","April","Friday",2023,2,4,7
202552,2023-04-14 00:00:00.000,84.84,184.5,10,1,184.5,0,0,763.56,1845,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"A. Datum Consumer Digital Camera M300 Black","Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz","A. Datum Corporation","A. Datum","Regular","Digital Cameras","Cameras and camcorders","April","Friday",2023,2,4,14
2750370,2023-04-21 00:00:00.000,95.65,208,10,1,208,0,0,860.85,2080,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company Smart phones 160x160 M26 Pink","Smart phones 160x160, AC adapter, stylus, protective cover, installation CD-ROM, application manual","The Phone Company","The Phone Company","Regular","Smart phones & PDAs","Cell phones","April","Friday",2023,2,4,21
1999799,2023-04-28 00:00:00.000,118.65,258,10,1,258,0,0,1067.85,2580,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Touch Screen Phones 5-Wire/On-wall M508 Black","Up to 5 hours of talk time, up to 240 hours (10 days) of standby time","Contoso, Ltd","Contoso","Regular","Touch Screen Phones","Cell phones","April","Friday",2023,2,4,28
2231451,2022-04-01 00:00:00.000,122.78,267,10,1,267,0,0,1105.02,2670,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company Smart phones Unlocked M300 Black","Watch video clips and view photos wherever you go , create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s","The Phone Company","The Phone Company","Regular","Smart phones & PDAs","Cell phones","April","Friday",2022,2,4,1
1149330,2022-04-15 00:00:00.000,116.75,229,10,1,229,0,0,1050.75,2290,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Projector 480p LCD12 Silver","High brightness, 1300 ANSI lumen light output, remote control","Proseware, Inc.","Proseware","Regular","Projectors & Screens","Computers","April","Friday",2022,2,4,15
3155072,2022-04-15 00:00:00.000,16.55,35.99,10,1,35.99,0,0,148.95,359.9,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso 4 Handset Cordless Phone System M86 Grey","Lighted keypad, handset speaker phone, expandable up to 6 handsets","Contoso, Ltd","Contoso","Regular","Home & Office Phones","Cell phones","April","Friday",2022,2,4,15
2370335,2022-04-18 00:00:00.000,164.63,358,10,1,358,0,0,1481.67,3580,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso SLR Camera 35"" M358 Pink","Digital camera - SLR with live view mode","Contoso, Ltd","Contoso","Regular","Digital SLR Cameras","Cameras and camcorders","April","Monday",2022,2,4,18
2523357,2023-04-10 00:00:00.000,234.52,460,10,1,460,0,0,2110.68,4600,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black","Standard definition","Fabrikam, Inc.","Fabrikam","Regular","Camcorders","Cameras and camcorders","April","Monday",2023,2,4,10
2646029,2022-04-25 00:00:00.000,152.68,332,10,1,332,0,0,1374.12,3320,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Fabrikam SLR Camera M148 Silver Grey","Digital camera - SLR with live view mode, 5 in x 2.4 in x 3.9 in, 15.9 oz","Fabrikam, Inc.","Fabrikam","Regular","Digital SLR Cameras","Cameras and camcorders","April","Monday",2022,2,4,25
129916,2022-04-25 00:00:00.000,404.68,880,10,1,880,0,0,3642.12,8800,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Fabrikam Business Videographer 1/2"" 3mm M500 Orange","1080i/p or 720p high definition or standard definition","Fabrikam, Inc.","Fabrikam","Regular","Camcorders","Cameras and camcorders","April","Monday",2022,2,4,25
226757,2023-04-24 00:00:00.000,9.66,21,10,1,21,0,0,86.94,210,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 White","Up to 15 hours battery life/talk time; up to 8 days standby","Contoso, Ltd","Contoso","Regular","Home & Office Phones","Cell phones","April","Monday",2023,2,4,24
298685,2023-04-17 00:00:00.000,205.09,619,10,1,619,0,0,1845.81,6190,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware LCD22 M2000 White","22"" Screen LCD, resolution - 1680 x 1050","Proseware, Inc.","Proseware","Regular","Monitors","Computers","April","Monday",2023,2,4,17
434324,2023-04-17 00:00:00.000,10.58,23,10,1,23,0,0,95.22,230,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Lifestyles Series - Big Button Cordless phone M800 Black","Big button cordless phone","Contoso, Ltd","Contoso","Regular","Home & Office Phones","Cell phones","April","Monday",2023,2,4,17
504898,2023-04-10 00:00:00.000,31.27,68,10,1,68,0,0,281.43,680,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Lens Adapter M450 Black","Lens adapter for cyber shot M-series digital cameras","Contoso, Ltd","Contoso","Regular","Cameras & Camcorders Accessories","Cameras and camcorders","April","Monday",2023,2,4,10
773632,2023-04-17 00:00:00.000,138.42,301,10,1,301,0,0,1245.78,3010,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Sharp Touch Screen Phones M910 Black","Micro SD expansion to 16 GB, access to personal email and instant messaging","Contoso, Ltd","Contoso","Regular","Touch Screen Phones","Cell phones","April","Monday",2023,2,4,17
983800,2023-04-03 00:00:00.000,31.27,68,10,1,68,0,0,281.43,680,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Lens Adapter M450 Grey","Lens adapter for cyber shot M-series digital cameras","Contoso, Ltd","Contoso","Regular","Cameras & Camcorders Accessories","Cameras and camcorders","April","Monday",2023,2,4,3
1475081,2023-04-03 00:00:00.000,50.56,109.95,10,1,109.95,0,0,455.04,1099.5,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso 8GB Super-Slim MP3/Video Player M800 Pink","2"" color LCD, Touchpad, Plays music, video, photos and text","Contoso, Ltd","Contoso","Regular","MP4&MP3","Audio","April","Monday",2023,2,4,3
2360500,2023-04-24 00:00:00.000,132.9,289,10,1,289,0,0,1196.1,2890,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey","3G-enabled touch screen phone in ice blue with full HTML browsing, and access to email and instant messaging, compatible with 3G network","The Phone Company","The Phone Company","Regular","Touch Screen Phones","Cell phones","April","Monday",2023,2,4,24
257541,2022-04-25 00:00:00.000,132.9,289,10,1,289,0,0,1196.1,2890,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold","Fast 2.75G EDGE wireless technologies,","The Phone Company","The Phone Company","Regular","Touch Screen Phones","Cell phones","April","Monday",2022,2,4,25
928199,2022-04-25 00:00:00.000,5.29,11.5,10,1,11.5,0,0,47.61,115,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Smart Battery M901 Black","Smart battery - memory backup battery","Contoso, Ltd","Contoso","Regular","Computers Accessories","Computers","April","Monday",2022,2,4,25
1870298,2023-04-17 00:00:00.000,105.77,230,10,1,230,0,0,951.93,2300,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"The Phone Company Smart phones 6-LINE SCREEN M21 Pink","Create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s","The Phone Company","The Phone Company","Regular","Smart phones & PDAs","Cell phones","April","Monday",2023,2,4,17
372653,2022-04-18 00:00:00.000,86.45,188,10,1,188,0,0,778.05,1880,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Wireless Photo All-in-One Printer M390 White","11 x 13 x 13 inches, 12.6 pounds, border free photos in popular sizes","Proseware, Inc.","Proseware","Regular","Printers, Scanners & Fax","Computers","April","Monday",2022,2,4,18
1434441,2022-04-11 00:00:00.000,86.45,188,10,1,188,0,0,778.05,1880,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Wireless Photo All-in-One Printer M390 Black","11 x 13 x 13 inches, 12.6 pounds, border free photos in popular sizes","Proseware, Inc.","Proseware","Regular","Printers, Scanners & Fax","Computers","April","Monday",2022,2,4,11
1990131,2022-04-11 00:00:00.000,194.82,588,10,1,588,0,0,1753.38,5880,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"A. Datum SLR Camera 35"" X358 Orange","Digital camera – SLR, 4.5 in x 2.5 in x 3.4 in, 1.2 lbs","A. Datum Corporation","A. Datum","Regular","Digital SLR Cameras","Cameras and camcorders","April","Monday",2022,2,4,11
1762632,2023-04-03 00:00:00.000,73.58,160,10,1,160,0,0,662.22,1600,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White","20 x 11.9 x 15.8 inches, robust and affordable  scanner","Proseware, Inc.","Proseware","Regular","Printers, Scanners & Fax","Computers","April","Monday",2023,2,4,3
2808646,2022-04-18 00:00:00.000,13.75,29.9,10,1,29.9,0,0,123.75,299,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso USB 2.0 Dock Station docking station M800 Grey","USB 2.0 dock station docking station","Contoso, Ltd","Contoso","Regular","Computers Accessories","Computers","April","Monday",2022,2,4,18
2209445,2023-04-03 00:00:00.000,229.47,499,10,1,499,0,0,2065.23,4990,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"SV Car Video LCD7W M7081 Brown","7"" 16:9 wide motorized touch screen active matrix LCD","Southridge Video","Southridge Video","Regular","Car Video","TV and Video","April","Monday",2023,2,4,3
3126043,2022-04-18 00:00:00.000,72.56,219,10,1,219,0,0,653.04,2190,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Laser Jet All in one X300 Grey","17.5 x 13.1 x 6.1 inches, operate your printer within seconds after power-on with quick start","Proseware, Inc.","Proseware","Regular","Printers, Scanners & Fax","Computers","April","Monday",2022,2,4,18
2823106,2023-04-24 00:00:00.000,275.46,599,10,1,599,0,0,2479.14,5990,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Litware Home Theater System 5.1 Channel M514 Brown","1000 watts over 5 channels, multi-room entertainment expandable up to 10 rooms","Litware, Inc.","Litware","Regular","Home Theater System","TV and Video","April","Monday",2023,2,4,24
116290,2023-04-03 00:00:00.000,66.26,200,10,1,200,0,0,596.34,2000,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"A. Datum Rangefinder Digital Camera X200 Pink","Digital camera - compact .3.7 in x 0.9 in x 2 in, 4.4 oz","A. Datum Corporation","A. Datum","Regular","Digital Cameras","Cameras and camcorders","April","Monday",2023,2,4,3
1778219,2023-04-27 00:00:00.000,67.6,147,10,1,147,0,0,608.4,1470,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware Photo smart All-in-One Printer M380 Black","9.5 x 17.4 x 17.7 inches, 25.4 pounds, All-In-One device offers color printing, copying, faxing, and scanning, outstanding print quality for photos and documents","Proseware, Inc.","Proseware","Regular","Printers, Scanners & Fax","Computers","April","Thursday",2023,2,4,27
2920179,2023-04-27 00:00:00.000,244.72,480,10,1,480,0,0,2202.48,4800,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Contoso Home Theater System 4.1 Channel M1420 Brown","4.1 channel front surround","Contoso, Ltd","Contoso","Regular","Home Theater System","TV and Video","April","Thursday",2023,2,4,27
364513,2023-04-27 00:00:00.000,160.93,349.95,10,1,349.95,0,0,1448.37,3499.5,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Adventure Works 20"" LCD HDTV M120 Silver","20'' 720p LCD HDTV, HDMI v 1.3 digital inputs","Adventure Works","Adventure Works","Regular","Televisions","TV and Video","April","Thursday",2023,2,4,27
376584,2022-04-21 00:00:00.000,364.12,1099,10,1,1099,0,0,3277.08,10990,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Fabrikam Laptop19 M9000 Black","320 GB hard drive, 4 GB RAM 19-inches screen LCD","Fabrikam, Inc.","Fabrikam","Regular","Laptops","Computers","April","Thursday",2022,2,4,21
666303,2023-04-20 00:00:00.000,207.74,627,10,1,627,0,0,1869.66,6270,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"A. Datum SLR Camera X138 Silver Grey","Dynamic integrated dust reduction system","A. Datum Corporation","A. Datum","Regular","Digital SLR Cameras","Cameras and camcorders","April","Thursday",2023,2,4,20
928181,2023-04-27 00:00:00.000,62.54,136,10,1,136,0,0,562.86,1360,"Reseller","Reseller","Contoso North America Reseller","On","",15,450,"City","North America","United States","No Discount",0,2018-01-01 00:00:00.000,2025-12-31 00:00:00.000,"Proseware All-In-One Photo Printer M200 White","14.5 x 17.7 x 5.7 inches, affordable, high-performance printer for professional printing at home or office","Proseware, Inc.","Proseware","Regular","Printers, Scanners & Fax","Computers","April","Thursday",2023,2,4,27
